"source";"test_type";"df1";"df2";"test_comp";"test_value";"p_comp";"reported_p";"computed_p";"raw";"error";"decision_error";"one_tailed_in_txt";"apa_factor";"date_received";"journal";"year_published";"period";"statcheck_journal";"reason";"remarks"
"Knowing how to react  Automatic response priming from social categories  EBSCOhost";"F";1;68;"=";4.26;"=";0.021;0.0428383390014934;"F(1, 68) = 4.26, p = .021";TRUE;FALSE;TRUE;0.94;"2004-03-02";"JPSP";2006;0;0;NA;NA
"Knowing how to react  Automatic response priming from social categories  EBSCOhost";"F";1;68;"=";1.14;"=";0.29;0.289428248699548;"F(1, 68) = 1.14, p = .290";FALSE;FALSE;TRUE;0.94;"2004-03-02";"JPSP";2006;0;0;NA;NA
"Knowing how to react  Automatic response priming from social categories  EBSCOhost";"F";1;48;"=";10.52;"=";0.002;0.00215203979763986;"F(1, 48) = 10.52, p = .002";FALSE;FALSE;TRUE;0.94;"2004-03-02";"JPSP";2006;0;0;NA;NA
"Knowing how to react  Automatic response priming from social categories  EBSCOhost";"Chi2";1;NA;"=";25.35;"=";0.001;4.78152387609453e-07;"χ 2(1, N = 50) = 25.35, p = .001";TRUE;FALSE;TRUE;0.94;"2004-03-02";"JPSP";2006;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"F";1;37;"=";5.96;"=";0.02;0.0195373129093681;"F(1, 37) = 5.96, p = .020";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"F";1;37;"=";4.4;"=";0.043;0.0428284969267228;"F(1, 37) = 4.40, p = .043";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"F";1;37;"=";34.23;"<";0.001;1.00038270048208e-06;"F(1, 37) = 34.23, p < .001";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"t";NA;37;"=";4.581;"<";0.001;5.10556626512239e-05;"t(37) = 4.581, p < .001";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"t";NA;37;"=";3.76;"=";0.001;0.000586942071383014;"t(37) = 3.76, p = .001";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"F";1;37;"=";46.5;"<";0.001;4.94406910849864e-08;"F(1, 37) = 46.50, p < .001";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"t";NA;37;"=";2.13;"=";0.039;0.0398866643094593;"t(37) = 2.13, p = .039";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"t";NA;37;"=";5.8;"<";0.001;1.17158728728133e-06;"t(37) = 5.80, p < .001";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"t";NA;37;"=";2.56;"=";0.013;0.0146849055869217;"t(37) = 2.56, p = .013";TRUE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"F";1;37;"=";32.81;"<";0.001;1.46662759003194e-06;"F(1, 37) = 32.81, p < .001";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"F";1;12;"=";9.66;"=";0.009;0.00905351244328797;"F(1, 12) = 9.66, p = .009";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"F";1;12;"=";32.03;"<";0.001;0.000105677800675155;"F(1, 12) = 32.03, p < .001";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"F";1;30;"=";25.34;"<";0.001;2.11709280473697e-05;"F(1, 30) = 25.34, p < .001";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"t";NA;31;"=";-1.9;"=";0.034;0.0667697741889418;"t(31) = −1.90, p = .034";TRUE;TRUE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"t";NA;31;"=";3.7;"<";0.001;0.000834530753619815;"t(31) = 3.70, p < .001";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"F";1;30;"=";10.64;"=";0.003;0.00275954497928217;"F(1, 30) = 10.64, p = .003";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"t";NA;31;"=";3.71;"<";0.001;0.000812085867099134;"t(31) = 3.71, p < .001";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"t";NA;31;"=";-1.57;"=";0.063;0.126567326360578;"t(31) = −1.57, p = .063";TRUE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"F";1;30;"=";6.9;"=";0.014;0.0134451229544038;"F(1, 30) = 6.90, p = .014";TRUE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"t";NA;30;"=";2.31;"=";0.014;0.0279493887578351;"t(30) = 2.31, p = .014";TRUE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"t";NA;30;"=";2.43;"=";0.011;0.021294128629033;"t(30) = 2.43, p = .011";TRUE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"F";1;30;"=";7.68;"=";0.009;0.00949576426246564;"F(1, 30) = 7.68, p = .009";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"t";NA;30;"=";2.1;"=";0.022;0.0442424712623235;"t(30) = 2.10, p = .022";TRUE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"t";NA;30;"=";2.75;"=";0.005;0.00999989452693119;"t(30) = 2.75, p = .005";TRUE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"F";1;48;"=";15.3;"<";0.001;0.000288069257456495;"F(1, 48) = 15.3, p < .001";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"F";1;48;"=";3.08;"=";0.081;0.0856416686640965;"F(1, 48) = 3.08, p = .081";TRUE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"F";1;48;"=";9.8;"=";0.003;0.00296831160523717;"F(1, 48) = 9.80, p = .003";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"F";3;46;"=";8.53;"<";0.001;0.000130072998692055;"F(3, 46) = 8.53, p < .001";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"F";1;48;"=";12.4;"<";0.001;0.000952478829342036;"F(1, 48) = 12.40, p < .001";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"F";1;48;"=";123.4;"<";0.001;7.25466734959662e-15;"F(1, 48) = 123.40, p < .001";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"F";1;48;"=";29.1;"<";0.001;2.07865559748758e-06;"F(1, 48) = 29.10, p < .001";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"F";1;48;"=";49;"<";0.001;7.35310846032901e-09;"F(1, 48) = 49.0, p < .001";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"t";NA;36;"=";-5.94;"<";0.001;8.35820606094392e-07;"t(36) = −5.94, p < .001";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"t";NA;32;"=";0.87;">";0.2;0.390779930387409;"t(32) = 0.87, p > .2";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"t";NA;36;"=";8.58;"<";0.001;3.14398385494316e-10;"t(36) = 8.58, p < .001";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"t";NA;36;"=";-1.96;"=";0.058;0.0577717802938408;"t(36) = −1.96, p = .058";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"t";NA;36;"=";-3.76;"<";0.001;0.000603488570911953;"t(36) = −3.76, p < .001";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"t";NA;32;"=";-6.73;"<";0.001;1.33527628676189e-07;"t(32) = −6.73, p < .001";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"t";NA;36;"=";2.24;"=";0.032;0.0313573793926167;"t(36) = 2.24, p = .032";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"t";NA;32;"=";-0.84;">";0.2;0.407140804523741;"t(32) = −0.84, p > .2";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"t";NA;36;"=";1.9;"=";0.066;0.0654661166023557;"t(36) = 1.90, p = .066";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"t";NA;32;"=";-6.18;"<";0.001;6.45271828712681e-07;"t(32) = −6.18, p < .001";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"t";NA;36;"=";-0.88;">";0.2;0.384696201991694;"t(36) = −0.88, p > .2";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"The confounded nature of angry men and happy women  EBSCOhost";"t";NA;32;"=";5.07;"<";0.001;1.62123365805573e-05;"t(32) = 5.07, p < .001";FALSE;FALSE;FALSE;0.88;"2005-02-06";"JPSP";2007;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;88;"=";2.95;"=";0.04;0.0893948064893353;"F(1, 88) = 2.95, p = .04";TRUE;TRUE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;88;"=";0.6;"=";0.11;0.440654311470793;"F(1, 88) = 0.60, p = .11";TRUE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;123;"=";2.98;"=";0.04;0.0868101486814225;"F(1, 123) = 2.98, p = .04";TRUE;TRUE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;123;"=";0.98;">";1;0.324142241294833;"F(1, 123) = 0.98, p > 1.0";TRUE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;84;"=";0.65;"=";0.42;0.422389322564812;"F(1, 84) = 0.65, p = .42";FALSE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;84;"=";3.95;"=";0.025;0.0501295165895323;"F(1, 84) = 3.95, p = .025";TRUE;TRUE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;84;"=";3.19;"=";0.04;0.0776985644018548;"F(1, 84) = 3.19, p = .04";TRUE;TRUE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;82;"=";0.39;"=";0.53;0.534033170500948;"F(1, 82) = 0.39, p = .53";FALSE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;82;"=";2.6;"=";0.11;0.11070609910795;"F(1, 82) = 2.60, p = .11";FALSE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;84;"=";4.21;"<";0.025;0.0433008446016493;"F(1, 84) = 4.21, p < .025";TRUE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;82;"=";0.01;"=";0.92;0.920588409303139;"F(1, 82) = 0.01, p = .92";FALSE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;82;"=";0.33;"=";0.57;0.567231722056658;"F(1, 82) = 0.33, p = .57";FALSE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;84;"=";8.79;"<";0.005;0.00394131759304645;"F(1, 84) = 8.79, p < .005";FALSE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;84;"=";0.89;"=";0.175;0.348182832599373;"F(1, 84) = 0.89, p = .175";TRUE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;84;"=";0.05;"=";0.41;0.823606196058585;"F(1, 84) = 0.05, p = .41";TRUE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;84;"=";3.85;"=";0.025;0.0530570534522969;"F(1, 84) = 3.85, p = .025";TRUE;TRUE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;83;"=";3.44;"<";0.035;0.0671866869342117;"F(1, 83) = 3.44, p < .035";TRUE;TRUE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;173;"=";2.79;"<";0.025;0.0966624598422956;"F(1, 173) = 2.79, p < .025";TRUE;TRUE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;175;"=";0.04;"=";0.21;0.841712800226391;"F(1, 175) = 0.04, p = .21";TRUE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;172;"=";3.53;"<";0.02;0.0619595916197494;"F(1, 172) = 3.53, p < .02";TRUE;TRUE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;171;"=";0.11;"=";0.74;0.740550269188423;"F(1, 171) = 0.11, p = .74";FALSE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";4;165;"=";0.92;"=";0.45;0.45374827979023;"F(4, 165) = 0.92, p = .45";FALSE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;234;"=";4.16;"=";0.02;0.0425129117210118;"F(1, 234) = 4.16, p = .02";TRUE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;227;"=";0.95;"=";0.17;0.330756802251875;"F(1, 227) = 0.95, p = .17";TRUE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;226;"=";3.35;"<";0.04;0.068522051963961;"F(1, 226) = 3.35, p < .04";TRUE;TRUE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;229;"=";1.77;"=";0.19;0.184705416365494;"F(1, 229) = 1.77, p = .19";FALSE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"t";NA;231;"=";13.75;"<";0.001;7.85591038121985e-32;"t(231) = 13.75, p < .001";FALSE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;163;"=";2.59;"<";0.03;0.10947535937483;"F(1, 163) = 2.59, p < .03";TRUE;TRUE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;164;"=";0.01;"=";0.23;0.920466463280707;"F(1, 164) = 0.01, p = .23";TRUE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;162;"=";2.57;"<";0.03;0.110855676780387;"F(1, 162) = 2.57, p < .03";TRUE;TRUE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;161;"=";0.02;"=";0.9;0.887713883798859;"F(1, 161) = 0.02, p = .90";FALSE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";2;159;"=";0.03;"=";0.97;0.970451025270455;"F(2, 159) = 0.03, p = .97";FALSE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;163;"=";2.59;"<";0.03;0.10947535937483;"F(1, 163) = 2.59, p < .03";TRUE;TRUE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;163;"=";3.11;"=";0.02;0.0796865851838086;"F(1, 163) = 3.11, p = .02";TRUE;TRUE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;163;"=";1.36;"=";0.065;0.245240963844952;"F(1, 163) = 1.36, p = .065";TRUE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;112;"=";10.92;"<";0.001;0.00127812566417647;"F(1, 112) = 10.92, p < .001";TRUE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;112;"=";9.01;"<";0.001;0.0033111254158613;"F(1, 112) = 9.01, p < .001";TRUE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;112;"=";5.67;"<";0.005;0.0189447363540591;"F(1, 112) = 5.67, p < .005";TRUE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;111;"=";0.17;"=";0.17;0.680907022841906;"F(1, 111) = 0.17, p = .17";TRUE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;111;"=";10.59;"<";0.001;0.00150726807190972;"F(1, 111) = 10.59, p < .001";TRUE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;109;"=";1.77;"=";0.19;0.186158840903826;"F(1, 109) = 1.77, p = .19";FALSE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";2;239;"=";5.32;"<";0.01;0.00548915356988694;"F(2, 239) = 5.32, p < .01";FALSE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";2;239;"=";0.8;"=";0.23;0.450528443057749;"F(2, 239) = 0.80, p = .23";TRUE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";4;233;"=";0.05;"=";0.99;0.995286248806675;"F(4, 233) = 0.05, p = .99";FALSE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";2;235;"=";0.94;"=";0.39;0.392091544809738;"F(2, 235) = 0.94, p = .39";FALSE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";2;78;"=";1.51;"=";0.23;0.227296207715358;"F(2, 78) = 1.51, p = .23";FALSE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"Q";7;NA;"=";4.86;"=";0.68;0.677043383533692;"Q(7) = 4.86, p = .68";FALSE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"Z";NA;NA;"=";5.73;"<";0.001;1.0043063449849e-08;"z = 5.73, p < .001";FALSE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Connecting and separating mind-sets  Culture as situated cognition  EBSCOhost";"F";1;84;"=";2.15;"=";0.15;0.146303591090882;"F(1, 84) = 2.15, p = .15";FALSE;FALSE;TRUE;0.92;"2008-03-25";"JPSP";2009;0;0;NA;NA
"Climbing the goal ladder  How upcoming actions increase level of aspiration  EBSCOhost";"t";NA;84;"=";2.05;"<";0.05;0.0434831831877356;"t(84) = 2.05, p < .05";FALSE;FALSE;FALSE;0.7;"2008-06-28";"JPSP";2010;0;0;NA;NA
"Climbing the goal ladder  How upcoming actions increase level of aspiration  EBSCOhost";"t";NA;84;"=";-3.07;"<";0.01;0.0028829375998613;"t(84) = –3.07, p < .01";FALSE;FALSE;FALSE;0.7;"2008-06-28";"JPSP";2010;0;0;NA;NA
"Climbing the goal ladder  How upcoming actions increase level of aspiration  EBSCOhost";"t";NA;84;"=";-3.1;"<";0.01;0.00263355782190745;"t(84) = –3.10, p < .01";FALSE;FALSE;FALSE;0.7;"2008-06-28";"JPSP";2010;0;0;NA;NA
"Climbing the goal ladder  How upcoming actions increase level of aspiration  EBSCOhost";"t";NA;84;"=";-2.05;"<";0.05;0.0434831831877356;"t(84) = –2.05, p < .05";FALSE;FALSE;FALSE;0.7;"2008-06-28";"JPSP";2010;0;0;NA;NA
"Climbing the goal ladder  How upcoming actions increase level of aspiration  EBSCOhost";"F";1;91;"=";5.6;"<";0.05;0.0200811986027419;"F(1, 91) = 5.60, p < .05";FALSE;FALSE;FALSE;0.7;"2008-06-28";"JPSP";2010;0;0;NA;NA
"Climbing the goal ladder  How upcoming actions increase level of aspiration  EBSCOhost";"F";1;94;"=";1.21;">";0.27;0.274141225765367;"F(1, 94) = 1.21, p > .27";FALSE;FALSE;FALSE;0.7;"2008-06-28";"JPSP";2010;0;0;NA;NA
"Climbing the goal ladder  How upcoming actions increase level of aspiration  EBSCOhost";"F";2;86;"=";3.67;"<";0.05;0.0295473238249428;"F(2, 86) = 3.67, p < .05";FALSE;FALSE;FALSE;0.7;"2008-06-28";"JPSP";2010;0;0;NA;NA
"Climbing the goal ladder  How upcoming actions increase level of aspiration  EBSCOhost";"t";NA;54;"=";2.61;"<";0.05;0.0116924422785962;"t(54) = 2.61, p < .05";FALSE;FALSE;FALSE;0.7;"2008-06-28";"JPSP";2010;0;0;NA;NA
"Climbing the goal ladder  How upcoming actions increase level of aspiration  EBSCOhost";"t";NA;61;"=";1.36;"=";0.18;0.178835270435627;"t(61) = 1.36, p = .18";FALSE;FALSE;FALSE;0.7;"2008-06-28";"JPSP";2010;0;0;NA;NA
"Climbing the goal ladder  How upcoming actions increase level of aspiration  EBSCOhost";"t";NA;57;"=";-1.5;"=";0.14;0.139133356571243;"t(57) = –1.50, p = .14";FALSE;FALSE;FALSE;0.7;"2008-06-28";"JPSP";2010;0;0;NA;NA
"Climbing the goal ladder  How upcoming actions increase level of aspiration  EBSCOhost";"Chi2";2;NA;"=";8.42;"<";0.05;0.0148463683380868;"χ 2(2, N = 57) = 8.42, p < .05";FALSE;FALSE;FALSE;0.7;"2008-06-28";"JPSP";2010;0;0;NA;NA
"Climbing the goal ladder  How upcoming actions increase level of aspiration  EBSCOhost";"Chi2";2;NA;"=";2.58;"=";0.27;0.275270783089752;"χ 2(2, N = 61) = 2.58, p = .27";FALSE;FALSE;FALSE;0.7;"2008-06-28";"JPSP";2010;0;0;NA;NA
"Climbing the goal ladder  How upcoming actions increase level of aspiration  EBSCOhost";"Chi2";2;NA;"=";4.25;"=";0.12;0.11943296826672;"χ 2(2, N = 62) = 4.25, p = .12";FALSE;FALSE;FALSE;0.7;"2008-06-28";"JPSP";2010;0;0;NA;NA
"Climbing the goal ladder  How upcoming actions increase level of aspiration  EBSCOhost";"t";NA;47;"=";2.29;"<";0.05;0.0265553437956456;"t(47) = 2.29, p < .05";FALSE;FALSE;FALSE;0.7;"2008-06-28";"JPSP";2010;0;0;NA;NA
"Climbing the goal ladder  How upcoming actions increase level of aspiration  EBSCOhost";"t";NA;47;"=";2.22;"<";0.05;0.0312790708354104;"t(47) = 2.22, p < .05";FALSE;FALSE;FALSE;0.7;"2008-06-28";"JPSP";2010;0;0;NA;NA
